Tweet,Target,Stance
"You can change the laws of America, but you can never change the Law of God. Marriage is between a man and a woman. #SemST",Donald Trump,2
@AppSame  obama and hillary and ordoughan and the Khomeinians and MB And ISIS are all serving the Freemasonry  #SemST,Donald Trump,2
@realDonaldTrump No more Bush or Hillary Clinton #SemST,Donald Trump,1
Been slacking on my @realDonaldTrump retweets.. had some catching up to do .. #Trumpforpresident #SemST,Donald Trump,1
Healthcare in America must be fixed. Women are everything.  #TeamJason  #SemST,Donald Trump,2
"American's, do you think we are headed in a positive direction? #USAGuard #OPACT #SemST",Donald Trump,2
"The moment you opened your mouth,  that was the end of your candidate trip! @realDonaldTrump #SemST",Donald Trump,0
And how many  #latinos enemies you gained in 1 week? 50 million!! @realDonaldTrump #SemST,Donald Trump,0
They only did they gay marriage thing to get our attention off of all the shootings lately...  #SemST,Donald Trump,2
@tommyhubb @mikemckenna19 @Scully64 @jhodnot @SandraHartle carrying  guns #SemST,Donald Trump,2
"@mtngma @Crossbearer1956 @CarmineZozzora aren't they, though #SemST",Donald Trump,2
I almost got myself grounded for not agreeing with my parents on marriage equality. #USisnotatheocracy #SemST,Donald Trump,2
"If my only impression of the US was Donald Trump, I think I would hate it. #SemST",Donald Trump,0
they legalized gay marriage???!!!  what's next?!?!? CRACK?!!!?  #SemST,Donald Trump,2
States Have Already Decided How They Felt About This Based Off The Wills Of Their People! Give Them Their Rights Back! #SemST,Donald Trump,2
The whitehouse displaying rainbow colors...are you shitting me? #SemST,Donald Trump,2
You're combover looks like the cupacabra  Guillermo @jimmykimmel so funny #SemST,Donald Trump,0
"Supreme Court on the Constitution's WE THE PEOPLE...""It depends on what you mean by 'WE'. #SCOTUS #SCOTUScare #SemST",Donald Trump,2
Tyranny in full bloom with legislative editor and @ChiefJusticeJR court freedom hanging by thread @RedNationRising #Liberty #SemST,Donald Trump,2
@xmoraldk Glad we have each other on Twitter along with our home/community lives. You guys ROCK! #BeBlessed #SemST,Donald Trump,2
"So gays can get married, but I still can't legally own a pet monkey in the USA -.- #thisiswhatswrongwiththeworld #SemST",Donald Trump,2
Thinking about deactivating my personal facebook account 'cause it's too liberal for me. Liberalism is a mental disorder. #SemST,Donald Trump,2
"It disgusts me how the White House can easily pass same sex marriage, but not marijuana at the same time. #WakeAndBake  #SemST",Donald Trump,2
@JonathanHoenig Why arent Americans allowed WEEKLY to vote on Bills that are passed by the elite on behalf of the masses? #SemST,Donald Trump,2
Maybe I was wrong. The government will probably ban football because someone is offended by the violent nature of the game #SemST,Donald Trump,2
"@GalaxySojourn until their welfare is cut, their freebies taken away the #plantationparty will always vote dem #SemST",Donald Trump,2
"We the people has become ""We the sheeple""  #SemST",Donald Trump,2
White terrorism is alive and well #SemST,Donald Trump,2
Is one cup of coffee ever enough?! #COFFEE #SemST,Donald Trump,2
Of course @TheJuanWilliams is completely wrong on the @SCOTUS ruling on #obamacare . @MichelleFields is right! #SemST,Donald Trump,2
"@MichelleFields ""It's not SCOTUS' job to fix up Congress's mess!"" #Cashinin #SemST",Donald Trump,2
@ericbolling let @MichelleFields loose on @TheJuanWilliams when he makes idiotic unsubstantiated statements. #CashinIn #SemST,Donald Trump,2
@docweiser01 @ericbolling @JonathanHoenig @MichelleFields Morning Doc! (hugs) #SemST,Donald Trump,2
@1962Kiser @FanOfGreenMMs @ericbolling @jhodnot that's the one heard it causes sterilization in dem voters. err lab rats #SemST,Donald Trump,2
@SCOTUScare penned by @ChiefJusticeJR  ends rule of law and freedom. What law will SCOTUS  edit next? @RedNationRising #SemST,Donald Trump,2
Whenever Iran stalls  O's response is to make up new talking points! #SemST,Donald Trump,2
"@ericbolling Juan says status quo is not working. Remember ""Detente or MAD? They worked! #SemST",Donald Trump,2
"Under O & Kerry's deal, if the ayatollahs want to keep their nuclear toys  they can keep their nuclear toys! PERIOD! #SemST",Donald Trump,2
I really hate these stunts.  We already know how ignorant the post-Reagan generations are.   #SemST,Donald Trump,2
"And ask for handouts @jjauthor: When your family is short of money, do you take Lib option to increase spending? #racism #SemST",Donald Trump,2
"Why does O refer to Iran, Hamas, Ebola, and ISIS in dramatically less critical terms than he does Republicans?"" #tcot #SemST",Donald Trump,2
Right on @ericbolling Racial fatigue and real depression is running rampant in our country these days.  #SemST,Donald Trump,2
"@ericbolling ""I'm suffering from a severe case of racial fatigue. #SemST",Donald Trump,2
@ericbolling Sorry you got shut down during the Factor last night by a useless news break. The portion you aired was potent. #SemST,Donald Trump,2
"Matters more today, then last week or yesterday.  IF YOU SEE SOMETHING SAY SOMETHING.  Bad is not even a word yet. #SemST",Donald Trump,2
@inmatemd @ChuckNellis @Oh_MarieLoDuca We can only hope #SemST,Donald Trump,2
Can we ask for equality in the USA and get rid of a Confederate flag that has a ton of history ? meanwhile we have clowns like #SemST,Donald Trump,2
The whole Latino community will not be voting for #SemST,Donald Trump,2
"IRS + Hillary Both ""Lost"" Government Emails: This Situation is as Clear as Day - The #Obama Admin is Destroying Evidence! #SemST",Donald Trump,2
"@realDonaldTrump You have a real shot at POTUS Mr. T, the debates will be the true litmus test. #SemST",Donald Trump,1
@WayneDupreeShow  I'm just jealous that us NORMAL hetero people don't have a flag or pride week or a parade #SemST,Donald Trump,2
@Colin_McManus7 2016 is the first election I can vote in and I am proudly voting for @realDonaldTrump #trumpforpresident #SemST,Donald Trump,1
Trump Tower is not on fire. It is The Avery building. The only Trump fire is the one that I hand out when #YoureFired #TrumpRules #SemST,Donald Trump,1
RT @_CFJ_: RT @bcwilliams92 Let's get this CLEAR! I DID NOT I REPEAT DID NOT vote on TPP  ~ Ted Cruz #CruzCrew... #SemST,Donald Trump,2
Imagine looking out at the world and the America Obama has created while thinking things are better?  My god...  #tcot #PJNET #SemST,Donald Trump,2
Unfounded data/support for such drastic claims to be made against Mexico & all its ppl sorry guys I guess I rape & sell drugs #SemST,Donald Trump,0
"I love it when #conservatives say #government is #tyranny and out to get us, then in D next sentence say #SupportOurTroops : #SemST",Donald Trump,2
I like many entries in the 2016 Presidential race; but no one is more accomplished than Donald Trump. His cabinet will be full. #SemST,Donald Trump,1
@Jewtantandproud @TookyMonster the new and cool meme is to post a video of you eating a banana. I will if you will! #bananavideo #SemST,Donald Trump,2
RT @MissSweets2: MSM is defending a wht woman posing as blk & forgets about AMERICANS held in Iran! Time to #RedNationRising... #SemST,Donald Trump,2
@realDonaldTrump Go get 'em Mr. Trump!!! #SemST,Donald Trump,1
A vote against Trump is a vote against America #SemST,Donald Trump,1
RT @reel_fisherman6: I think Donald would bring this country back to where we used to be #SemST,Donald Trump,1
"My Message To LGBT Rights Supporters: If You Hate America, Please Leave. #SemST",Donald Trump,2
@2AFight All these shootings in America are planned. Stay safe stay second amendment. Illegal guns kill people way more wtf?!!! #SemST,Donald Trump,2
I really hope @realDonaldTrump doesn't combover and shoot me with the pistol he's constantly packing.. #SemST,Donald Trump,0
"For the record, as a #Latino, (#Peruvian to be specific), let me state the obvious: #FuckTrump #SemST",Donald Trump,0
@MoneyForLies #LOLZ Apparently you're unaware of history. What are you? Six? Or merely ignorant?  @TheDemocrats  @mmfa  #SemST,Donald Trump,2
@realDonaldTrump you're the man for the job #MakeAmericaGreatAgain #SemST,Donald Trump,1
Obama is Liberalism's false idol. Reject that P.O.S. #VoteOutRino's #BoycottMSNBC #VoteCruz #MichelleObamaIsAMan #SemST,Donald Trump,2
all #war is on YOU! The evil machine WANTS to control U. #tcot #tlot #dems #teaparty #occupy  #cdnpoli #privacy #Love #art #SemST,Donald Trump,2
@marypatriott @steph93065 @RealJamesWoods why not feed these disgusting s.o.b to the Muslims they would love em. #SemST,Donald Trump,2
@Rene_gadeCowboy @danoroadblade yes but if a cop bust a bunch of people having a riot it is a hate crime #SemST,Donald Trump,2
@realDonaldTrump we need someone like you who won't back down to ANYONE or ANYTHING #SemST,Donald Trump,1
#LoveWins ---> I'm hating the rainbow because of this!!#NoToGayMarriage #Wakeuplebanon  #SemST,Donald Trump,2
@chriswallace There may be 2000 nutjobs of that number and all they need to do is find eachother. The net has given that #FNS #SemST,Donald Trump,2
I Can't Believe How Many Followers I Gained Today  #SemST,Donald Trump,2
@wpaulsen31 If a candidate seems to dumb to debate my paper boy hes not getting my vote #SemST,Donald Trump,2
@haleyelenaa and his favourite beaches are probably in Acapulco and Cabo  #SemST,Donald Trump,2
@GeraldoRivera @realDonaldTrump Don't apologize for the truth. People are too sensitive. #MakeAmericaGreatAgain #SemST,Donald Trump,1
Everybody get on the Trump Train!! It's a First Class One-Way ticket to the White House with @realDonaldTrump  #SemST,Donald Trump,1
Time for Texas & Oklahoma to think about a no fault divorce from the Divided States of America.   #TCOT #CCOT #tippingpoint #SemST,Donald Trump,2
@ForQ2 I guess @realDonaldTrump really doesnt like or respect any politicians. .I respect him even more for that. #SemST,Donald Trump,1
"...And of course, God bless America!! #tcot  #teaparty  #SemST",Donald Trump,2
"hey y'all giving a big old s/o to donald trump, we settled our differences and are butt tight now #SemST",Donald Trump,1
"In todays America, does Honesty mean you are a Bigot?  I Hope not! @JonathanHoenig @JudgeJeanine #TheFive #Hannity #SemST",Donald Trump,2
Black lives only matter to politicians around election time. #SemST,Donald Trump,2
571 Days Left Until Obama Leaves The White House. #SemST,Donald Trump,2
Trump believes in traditional marriage so strongly that he's been traditionally married 3x. He should teach a class or something. #SemST,Donald Trump,0
@realDonaldTrump we need a president who cannot be bought. #SemST,Donald Trump,1
"@KidDynamiteBlog Between #Hillary2016 ""a sadistic psychiatric nurse let loose in a lunatic asylum"" & #bush16 ppl may vote #Shit! #SemST",Donald Trump,2
We have become a nation where decisions are based on feelings and not on facts.  #tcot #ycot #SemST,Donald Trump,2
I admire how real and unapologetic Donald Trump is on his Political standpoints #SemST,Donald Trump,1
@thereaIbanksy stop making racist peopld rich! #SemST,Donald Trump,2
"Be prepared - if we continue the policies of the liberal left, we will be #Greece - #SemST",Donald Trump,2
@realDonaldTrump Probably because @jorgeramosnews had to change it after you published his old one on Instagram #TrumptheChump #SemST,Donald Trump,0
"RT @bdckool: .@realDonaldTrump Of you can do for America what you did for your businesses, you will secure my vote. #SemST",Donald Trump,1
Reminder: DemocRATs STOLE  $716 Billion from Medicare f/ the elderly & gave it to Medicaid to help pay for #Obamacare. #SemST,Donald Trump,2
@thehill you continue to shoot yourself in the foot. I guess this is for entertainment purposes only! #SemST,Donald Trump,2
@realDonaldTrump I feel the train is gaining steam.  #SemST,Donald Trump,1
@realDonaldTrump Hell I'm from the UK and I believe @realDonaldTrump would make an amazing WORLD Leader #SemST,Donald Trump,1
I'm confused?? An unarmed fugitive was shot this weekend while running from an officer.  No rioting? No dismissal? A hero?  #SemST,Donald Trump,2
Trump: Chicago is a great city. I love spending time in my building. #SemST,Donald Trump,2
@realDonaldTrump I recommend @seanhannity as Sec of Defense and @marklevinshow as your new Atty General. #SemST,Donald Trump,1
Is #Greece waking up to the disaster of #Socialism and a world without borders? #SemST,Donald Trump,2
Really respect @realDonaldTrump for giving up #TheApprentice to make way for his #campaign #AmericaNeedsThis #GodBlessedAmerica #SemST,Donald Trump,1
This country doesnt have victories any more.  When is the last time we beat china in trade? #talkcityclub #SemST,Donald Trump,2
"Putting Our Marines on non US flagged Ships would be against everything that is America, for Gods sake end #Progressivism #SemST",Donald Trump,2
If the Obama cabinet was on the apprentice who would you fire?  Kerry was the answer. #talkcityclub #SemST,Donald Trump,2
".@robertthedeuce True, @Obama @MSNBCYourBiz @AlanColmes doesn't care, It's NOT their money. Wait-up Greece, We're coming. #SemST",Donald Trump,2
I guess NBC does not like to hear the truth. #SemST,Donald Trump,1
Y'all knew it was going to happen.  Wasn't it just a matter of time?  #SemST,Donald Trump,2
.@nbc ends relationship with @realDonaldTrump over his disgusting derogatory remarks. This man ha no place in the White House. #SemST,Donald Trump,0
@realDonaldTrump is such an idiot. He's risking way to much for something he'll never get. #SemST,Donald Trump,0
"So, Donald gets fired, but reverend Al is still employed. Both are idiots. Makes zero sense, #NBC #SemST",Donald Trump,0
"Props to @nbc, they are connected to Telemundo. Even more impressive they dumped Trump after Univision squabble. #DumpTrump #SemST",Donald Trump,0
I suddenly find myself liking @nbc a whole lot more than ever before.forPresidentoftheClubofIdiots #SemST,Donald Trump,0
Will FOX News pick up #MissUSA and #MissUniverse?  Stay tuned to find out.  #YoureFired #NBC #FoxNews #SemST,Donald Trump,2
@politico is there anybody more sue happy than this fool? #trump #lawsuitabuse #SemST,Donald Trump,0
Hey #UniteBlue look at #Greece - that's America's future thanks to you and Obama adding 8 Triion in U.S. debt. #SemST,Donald Trump,2
@realDonaldTrump he is a real leader and deserves to be President. #SemST,Donald Trump,1
Donald Trump:  proof positive that Gigantism is the last stage before extinction. #MissUSA #SemST,Donald Trump,0
Kudos to Donald Trump for telling off NBC. The media HATES the GOP'S & will do ANYTHING to destroy them. #NBC #mediaatfault #SemST,Donald Trump,1
"One of the key problems today is that politics is such a disgrace, good people don't go into government. - @realDonaldTrump #SemST",Donald Trump,1
"Really #DonaldTrump, all Mexican people are rapists, but you assume SOME are good people... #IdiotNation #facepalm #SemST",Donald Trump,0
"The Left fear Donald Trump, BIG TIME! @realDonaldTrump  #SemST",Donald Trump,1
@cvpayne @FoxBusiness yup you got that right #SemST,Donald Trump,2
#TheFive Geraldo is an ass and when he spews his leftist BS he makes me sick TURNING OFF THE FIVE #TheFive #SemST,Donald Trump,2
Go back to focusing on brainless beauties... Oh wait you can't cuz you've been fired #NBC #youlose #sorrynotsorry #SemST,Donald Trump,0
"Donald Trump gets the boot from #NBC for calling immigrants rapists and murderers. Hey Donnie, where's your wife from again? #SemST",Donald Trump,0
Donald Trump needs to stop embarrassing himself. Racist assholes.... #SemST,Donald Trump,0
"@MarioLopezExtra @nbc fires Trump, but maintains strong ties with @BWilliams @TheRevAl #LAUGHABLE #JOKE #LIARS #NBC GO #SemST",Donald Trump,1
Hey @MayorGregor thanks for letting a racist bigot build a giant tower with his name on it downtown. Real proud of ya. #SemST,Donald Trump,0
@RoughHouse_Ent Who the hell wants to watch this without #SemST,Donald Trump,2
"@realDonaldTrump I am sorry Mexico sends people like Dylan Roof, Mitchelle Blair and David Sweat to the USA. #enemywithin #SemST",Donald Trump,0
"Donald Trump is in dire need of a crisis communicator. PR folks, please give him your two cents. #SorryNotSorry #SemST",Donald Trump,0
Donald Trump is the man lets get this man in the White House!!! #SemST,Donald Trump,1
@RealJamesWoods @LoriBlaney My parents warned me to stay away from anyone offering free candy. NOTHING is ever free.  #SemST,Donald Trump,2
i want donald trump to win the presidency so bad. he cant be bought out like all the others. and he sticks to his convictions #SemST,Donald Trump,1
"Holy shit ,the @realDonaldTrump is one looney mother fucker.  He'll never make it to the first debate #sideshow #SemST",Donald Trump,0
I write separately to call attention to this Court's threat to American democracy - #ObergefellvHodges #AmericaIsScrewed #SemST,Donald Trump,2
I believe this September's blood moon portends a cataclysmic event. #Christians  #SemST,Donald Trump,2
More people should pay attention to the Greek situation cuz it's the first dominoe to fall #Grexit #tcot #SemST,Donald Trump,2
". @SenatorKitchen @nbc how deeply offensive such comments are not only to Mexican-Americans, but Latino Americans in general. #SemST",Donald Trump,0
Mr. @realDonaldTrump   I appreciate you standing your ground as you've done.  I can say I've never felt better about voting. #SemST,Donald Trump,1
The California draught is a myth created by the government. The point was to conserve water for use in the war against ISIS. #SemST,Donald Trump,2
@GinnyQuaglia well the rest of the majority had better get off their asses and get involved in this fight. #SemST,Donald Trump,2
@realDonaldTrump Really? The perfect definition of ignorance... The perfect example of someone who does not know reality... #SemST,Donald Trump,0
"I'm sure the white Euro people who moved to America when the land belonged to Native Americans were not good people either, #SemST",Donald Trump,0
@POTUS The whole light thing with the people's house was disgraceful.  #SemST,Donald Trump,2
He doesn't care & would have to give up TV gigs anyway to run... loves attention & controversy  #SemST,Donald Trump,0
"July 4th occurs on Ramadan. Since 911, this is most concern I've seen FBI, Homeland Security and the Police'- Rep Peter King #SemST",Donald Trump,2
"Do Gay people understand that if #ShariaLaw comes, those Marriage Licenses target them for death? - Dr. Samm   #LovesWins  #SemST",Donald Trump,2
"After a major stroke, 4 years later I'm still waiting. 15 mil are getting  free what I work for my whole life. #SemST",Donald Trump,2
@realDonaldTrump what NBC actually stands for....Nothing But Crap. #BoycottNBC #SemST,Donald Trump,1
@NBCUniversal maybe you could have a reality show trying to find a new host of celebrity apprentice #YoureFired #SemST,Donald Trump,0
"@foxnation read my lips , "" I am Nuts "" get out of people's personal life. #SemST",Donald Trump,2
IF Trump could build the WALL it would provide jobs & also B a tourist attraction & pay 4 itself LEGALS arent the ones offended! #SemST,Donald Trump,1
"@MikeBates @BI_RetailNews Sickening, Children are at the Parades! BHO has turn this Country tolongest 6.6yrs of my Life! #SemST",Donald Trump,2
@realDonaldTrump You're FIRED! Now get out of here! Go!    #SemST,Donald Trump,0
@HarisSTR Howz greece heard u like to anal pound didnt think u were like that #SemST,Donald Trump,2
Donald Trump is gonna end up like Hitler #SemST,Donald Trump,0
"@realDonaldTrump just so you know White people have more of a ""Rapist"" title, than Hispanics. #NotBeingRasist #DoResearch  #SemST",Donald Trump,0
@ChristieC733  YES DONALD U R 100% CORRECT' as long as u stay the coruse and don't pander to GOP U GOT MY VOTE #SemST,Donald Trump,1
"That 5-mile run yesterday? Yeah, we're feeling it this morning. #FeelTheBern #MoreCleverHashtags #SemST",Donald Trump,2
America: Isn't it time we ignored Donald Trump? He's not a serious person. @NYPD should revoke his gun permit. #Immigration #NBC #SemST,Donald Trump,0
what is it with the pple who enjoy harassing me by writing captions on my photographs @Lrihendry? #scientology    #hurtful #SemST,Donald Trump,2
These noodles on my head are so hard to comb! #SemST,Donald Trump,0
"@realDonaldTrump is not a pilitical puppet. Maybe a piata, but definitely not a puppet. #SemST",Donald Trump,0
Donald Trump is Biff in the alternate universe 1985 in Back to the Future 2.   #biff #BackToTheFuture #SemST,Donald Trump,0
Tuesday AM #TrumpDump on horizon. I can see Chris Christie being victim. NBC for sure. Anyone else? #TellingItLikeItIs #SemST,Donald Trump,0
@kupajo33 @ChrisChristie we don't need him! #SemST,Donald Trump,0
"Without mexicans illegal or legal US shuts down,Your people will never be able to keep up with our hard workers. #WeAreMexico #SemST",Donald Trump,0
Not an American but I'll def be following the circus of the 2016 presidential running unfold. #Christie2016   #SemST,Donald Trump,0
"Notice @realDonaldTrump not saying anything on #CarlosSlim . Not so rich or tough now, huh? Yeah, forgot he's #Mexican huh  #SemST",Donald Trump,0
Hutch_USA Follow ===> sarah_brannick <===  if you want to #FreeAmir #FreeAmirNow  #PJNET #SemST,Donald Trump,0
Freedom of speech? Yeah right. You are only allowed to say what you want if it lines up with the liberal agenda. Wake up people #SemST,Donald Trump,0
"@mdsbarry ILLEGAL ALIENS come to US collect welfare and social security, its time to #MakeAmericaGreatAgain SECURE OUR BORDERS  #SemST",Donald Trump,0
If you think it's fine American car companies send jobs to Mexico while we pay for their welfare you must hate @realDonaldTrump   #SemST,Donald Trump,0
@Dahat8 @Stonewall_77 The HATE within America is stronger NOW than I remember since 1969? Can't go backwards to such division #SemST,Donald Trump,0
Think u can say anything without repercussion? Ask Mel Gibson how that's working out for him u racist elitist piece of shit! #SemST,Donald Trump,0
#BREAKING: Greece is now in arrears to the International Monetary Fund on a payment of almost 1.6 billion | Coming To America #SemST,Donald Trump,0
It's funny when politics seem like farce. Not so funny when politics becomes farce. #SemST,Donald Trump,0
@QuiltingMuriel But I do agree about the excess speechifying and posturing and general nonsense. Hello #SemST,Donald Trump,0
OMG! .@KirstenPowers Practically states Whites are more racist than Blacks because Whites are oppressing Blacks. WHERE? WTF? #SemST,Donald Trump,0
What's @realDonaldTrump wife's Twitter handle? I need to ask her if his balls are made of brass...I'm certain they are.   #NoHomo #SemST,Donald Trump,0
#KellyFile remember the days when we believed #SCOTUS would follow the #constitution well they gone #SemST,Donald Trump,0
@ChrisleyChase think your adorable. Remind me of my nephew. Stay young. The new comb over you're sporting is aging you. #SemST,Donald Trump,0
Miss USA host De la Fuente quits pageant and call @realDonaldTrump ignorant and a clown... #SemST,Donald Trump,0
"@CNNPolitics @CNN if you spent as much time covering Bernie Sanders as you do Trump, Sanders would be ahead in every poll.   #SemST",Donald Trump,0
Remember that story about a charismatic businessman who will lie to get into power from an obscure position? #Revelation #SemST,Donald Trump,0
"@realDonaldTrump suing Univision & NBC because they cut you off. UGH great political move, because we need a greedy President! #SemST",Donald Trump,0
Cancel your Netflix subscription and donate to @realDonaldTrump's campaign for entertainment #Trump #SemST,Donald Trump,0
"Me: ""That asshole with the toupee was talking again and it was stressing me out""  Dad: ""Who?""  Mom: ""Donald Trump #SemST",Donald Trump,0
"Donald Trump....you're fired, fired, & fired again! #SemST",Donald Trump,0
@divadoll123 @LANURSE1 @ShaninZT u can't go back.Only way people r going to wake up is when the free checks stop coming!#TCOT #SemST,Donald Trump,0
Just watched @realDonaldTrump speech. How embarrassing for his family! Like that's a really bad dad moment  #SemST,Donald Trump,0
@johnkerry @statedept Nude pic of you and Brian Williams on your desk!  MY EYES MY EYES #SemST,Donald Trump,0
"Gotta love everyone disliking @realDonaldTrump because he actually makes sense, and may even bring the country back to normal #SemST",Donald Trump,0
"John O'Donnell, former president of Trump Plaza Hotel & Casino ... @realDonaldTrump said ""laziness is a trait in blacks. #SemST",Donald Trump,0
I feel dumb that I am so broke and Donald Trump is a billionaire. #SemST,Donald Trump,0
"There is still more to be done to make this country strong, powerful and great again. #TrumpCarson2016 #SemST",Donald Trump,0
@Crypt1cality @ChrisCuomo Illegal aliens are destroying America and raping our women! #SemST,Donald Trump,0
"The #Obama Presidency: Has There Ever a Point in Time When He HASN'T Been Lying to #WeThePeople? RE: The ""Liar-in-Chief #SemST",Donald Trump,0
I just cancelled my reservation at the Trump hotel in Las Vegas.  I hope like minded people intolerant of bigots do the same #SemST,Donald Trump,0
Why are free market conservatives behind a multiple bankruptcy candidate who wears makeup. Gives us real conservatives a bad name #SemST,Donald Trump,0
"@mmfa water seeks its own level. In the case of @realDonaldTrump and @oreillyfactor, it's sewer water. #FoxNews #Trump #SemST",Donald Trump,0
@realDonaldTrump I know you are the best candidate. You are the only one who can #MakeAmericaGreatAgain #RestoreOurRepublic #SemST,Donald Trump,0
"of the many @realDonaldTrump racist comments, this one takes the prize!  ""Laziness is a trait in blacks.""  #SemST",Donald Trump,0
