Tweet,Target,Stance
@SenSanders bashes Obama job numbers.Calling it a lie. #istandwithPresidentObama #VoteBlue2016 #HillaryClinton #Democrats #SemST,Hillary Clinton,1
just saw ad about @marcorubio being tough on #iran it made my brain hurt #Election2016 #politics #SemST,Hillary Clinton,2
"@MarkSoveign won't happen again. Hillary's coattails will help all democrats. Take back senate, Keep WH! Make history again! #SemST",Hillary Clinton,1
"@HillaryClinton now can add #ropegate to her long list of ""accomplishments #hillaryforprison2016 #entertainment #SemST",Hillary Clinton,0
"Tea Party Nation, Tea Party group listed by Southern Poverty Law Center as hate group. The Tea Party is The NEW Aryan Nations #SemST",Hillary Clinton,2
"It's time that we move from good words to good works, from sound bites to sound solutions.--@HillaryClinton #ReadyForHillary #SemST",Hillary Clinton,1
.@politicoroger It is 2015. You and the other high minded media are not more important than then story. Have a seat. #SemST,Hillary Clinton,2
"@irritatedwoman She lied under oath before, why trust her to speak the truth now? #SemST",Hillary Clinton,0
"True Christians follow Mathew, Mark, Luke and John. GOP-Tea Party anti-Christians follow Hannity Limbaugh, O'Reilly and Palin #SemST",Hillary Clinton,2
@HillaryClinton the @DalaiLama speaks of women in leadership roles bringing about a more compassionate world. #potus #SemST,Hillary Clinton,1
@HillaryforNV Many thanks for the follow! #SemST,Hillary Clinton,1
@gabriellahope_ @HillaryClinton Does the general public trust her enough to be President? Don't think so. #SemST,Hillary Clinton,0
"Based on the long lines, I thought it was free burrito day at Pancheros but it was actually Hillary! #ReadyForHillary #SemST",Hillary Clinton,1
"I've been called many things, quitter is not one of them -@HillaryClinton in Iowa City Public Library #HillaryforIA #SemST",Hillary Clinton,1
@HillaryClinton condemns anti-Israel boycotts as 'counter-productive' #SemST,Hillary Clinton,0
Have full faith in @HillaryClinton's campaign. #strategy #politics #SemST,Hillary Clinton,1
"Amazing, inspiring speech&question session in Iowa City from @HillaryClinton .Her answers on education&health care were clear. #SemST",Hillary Clinton,1
@OutnumberedFNC: Hillary chooses Brianna Keilar for her first interview. What can we expect? #SemST,Hillary Clinton,2
Anyone who knows or whiteness bigotry & does nothing is just as guilty 4 not doing anything morningjoe #UniteBIue #SemST,Hillary Clinton,2
"@trayNTP Why doesn't he run as a Socialist? Then he can hit Obama anytime he wants. Otherwise, it's just not done. #Bernie #SemST",Hillary Clinton,2
@OutnumberedFNC: Hillary chooses Brianna Keilar for her first interview. What can we expect? Disgusting slobbering over her. #SemST,Hillary Clinton,0
My whole day is revolving around @HillaryClinton 's interview with @brikeilarcnn on @CNN and I'm okay with that! #SemST,Hillary Clinton,1
@LeighAnnKopans can I get your pattern for this cross stitch? I want to make my own! #pride #SemST,Hillary Clinton,2
Hillary Clinton Accomplishment of the Day: extended full military health benefits to reservists and National Guard members. #SemST,Hillary Clinton,1
"If @HillaryClinton becomes president I'm not leaving the country I will just go ""undocumented. #SemST",Hillary Clinton,0
7 years ago this month #POTUS released his groundbreaking First Americans tribal policy platform. You're up #Election2016 #SemST,Hillary Clinton,2
@kwrcrow Probably for the same reason bho has not ...& @SpeakerBoehner is one of them @GOP @HouseGOP @seanhannity  #StopBush #SemST,Hillary Clinton,2
#HillaryClinton just cannot accept the fact that #America does not like her. #HillaryonCNN #BernieSanders #SemST,Hillary Clinton,0
"@HillaryClinton is plain amazing, humble, smart and confident! Let's get it Mrs. President! #HillaryClinton #SemST",Hillary Clinton,1
@thehill Great now Hillary knows how the american people feel about the majority of politicians including her #SemST,Hillary Clinton,0
"She's smarter and works harder . Empty accusations,inferences,gossip and rumors are rubbish. #SemST",Hillary Clinton,1
"@MedvedSHOW   wow.  So shrill. Hating Hillary as badly as you hate homeless, transgenders, and people who ride trains #SemST",Hillary Clinton,0
@kasie I do! And I had an invitation to their beta test before they even officially launched. #HillaryLies #SemST,Hillary Clinton,0
@CNN @jimsciutto Good i'view #Brianna. #Hillary NOT responsible 4 slander/libel-lies r indefensible. WILL be next #POTUS. #SemST,Hillary Clinton,0
"Either way, @HillaryClinton rises above the media chatter every time. That's one reason why I admire and respect her so much. #SemST",Hillary Clinton,1
@TwitchyTeam ...and then she'll turn around and treat them like dogs. #RopeLine #SitUbuSitGoodDog #SemST,Hillary Clinton,0
"Obama is 'opportunist,' Hillary Clinton no different just 'more militant' - Chomsky #TruthBeTold #notmypresident #SemST",Hillary Clinton,0
@USATODAY @HillaryClinton how about finding her a #pathtoJAIL #DONOTPASSGO do collect any Any more of #WeThePeople s #SemST,Hillary Clinton,0
@AC360 of course she is disappointed. Hillary only approves of lying to Americans. #WakeUpAmerica #pjnet #SemST,Hillary Clinton,0
Trying 2 unfollow every twit who isn't going 2 vote if their candidate doesn't make it to the general.  #FeelTheBern   #SCOTUS #SemST,Hillary Clinton,2
ROFLMAO! 2012 @GOP couldnt kiss enough of #DonaldTrump ass! Now GOP cant run fast enough. #tcot #uniteblue #Bernie2016 #SemST,Hillary Clinton,0
@HillaryClinton made me proud today!  Nothing like reinforcing what I already knew!  #SemST,Hillary Clinton,1
@N_Fatale @bayareahausfrau ILLEGAL IMMIGRATION IS GOOD FOR THE ECONOMY AND GOOD FOR OUR CHILDREN #tcot #SemST,Hillary Clinton,2
@HillaryClinton great job on @CNN interview today.  Fuck stupid MSM. Go #SemST,Hillary Clinton,1
Hillary upset GOP candidates didn't respond to Trump's illegal imm comments immediately-yet we're still waiting for her emails. #SemST,Hillary Clinton,0
@HillaryClinton Many of us r near ruin! #SaveTheMiddleClass #PresidentHillaryClinton #StopOutSourcing #SemST,Hillary Clinton,1
America has no tolerance for cheaters and liars in the White House. #NoBillary #Women4GOP #PresidentialElection2016 #SemST,Hillary Clinton,0
@HillaryClinton Will #BillClinton assault #MonicaLewinsky on her birthday? #liberals #HillaryClinton #SemST,Hillary Clinton,0
If Hillary wins next year it'll be the first time two presidents have had sex with each other #SemST,Hillary Clinton,2
President Jimmy Carter:  There's no doubt Hillary will get the nomination. And when she does I'll be happy to support her #SemST,Hillary Clinton,1
@StarCoreOne02 @DrMartyFox Is it still 1992? We must be watching Back To The Future 10.0 #SemST,Hillary Clinton,2
.@thehill umm.  Yyyeaaaaah. Sure they do. #SemST,Hillary Clinton,2
@JedediahBila u must be counting the lies like sheep ..... #SemST,Hillary Clinton,2
Technology has exposed more bad politicians than bad cops....Where Is Our Server Hillary? #CNN #SemST,Hillary Clinton,0
Free and Equal in dignity and rights. #SemST,Hillary Clinton,2
@CheerUpKaci @tmacGA70 It's the Clinton history of scandalous behavior.  #Integrity knows no sex. #HillaryonCNN #SemST,Hillary Clinton,0
"Entire campaign platform for @HillaryClinton seems to be... ""I'm Hillary Clinton"".  #norecord #nosubstance #tcot #PJNET #SemST",Hillary Clinton,0
Imagine @JoeBiden runs for POTUS. Without a doubt a strong & popularly likable candidate against the Clinton. ------- #SemST,Hillary Clinton,0
A lot of #GOPHaters for #Hillary - so funny because she is beating them all at 40% #SemST,Hillary Clinton,1
"SUCCESS:  @HillaryClinton said she's receiving a constant barrage of attacks from ""the Right.""  Great job, guys. Keep it up! #SemST",Hillary Clinton,0
Do you Progressives know how dangerously close you are to suppressing free speech? Stop it.   #inners  #readyforhillary #SemST,Hillary Clinton,1
"#Democrats and #Obama reduce OUR Army by 40,000   MEANWHILE   Has increased IRS to 100,000  #HillaryClinton #Hillary #SemST",Hillary Clinton,0
@CNNPolitics @PoliticalAnt @moody this is beautiful #oops #SemST,Hillary Clinton,2
"#NoHillary2016 & her #PredatorRat, too. MT ""@steve0423: We need to get these stickers up nationwide! #tcot #RedNationRising #SemST",Hillary Clinton,0
"@forewit @HillaryClinton is a degenerate liar who will do, say, cheat, delete, anything to get another squat at 1600 Penn Ave. #SemST",Hillary Clinton,0
@Reince Hardly a hard-hitting interview like with GOP candidates. Did CNN preclear its questions with her campaign in advance?? #SemST,Hillary Clinton,2
Democrats want power for themselves. Republicans will give YOU the power! #Election2016 #SemST,Hillary Clinton,0
Dad while watching the news:  Politics is just show business for ugly people #HowAboutNo #SemST,Hillary Clinton,2
.@thedailybeast such a waste of space #CrackingCeilings #SemST,Hillary Clinton,2
@KrownRoyaleNY @jjauthor Bad for her is good for the U.S. @jlconnell66 #Killary #SemST,Hillary Clinton,0
"RT @JohnFugelsang: They should just make the GOP primaries a reality game show called ""Who Wants To Get Beat Up By A Girl? #SemST",Hillary Clinton,1
@csham21 @EstadodeSats Thank you so much for supportive #Freedom4Cuba RTs! #WakeUpAmerica #Cuba #TodosMarchamos #SemST,Hillary Clinton,2
"Can't #UniteBlue, RT LindaSuhler: Hillary:People Trust Me, Blames 'Constant Barrage of Attacks' By the Right #delusional #WakeUpA... #SemST",Hillary Clinton,0
@M_E_Adams if a Demonrat were to win I'd prefer Sanders over Killary. #SemST,Hillary Clinton,0
@jschau11 wow!!! i can halp too!! #OBAMASUCKS #BLOWUPISIS #NOIRS #NOSHARIAUSA #NOAMNESTY #DAMNTHAT140  #USARULES...#ILOVETHIS #(:) #SemST,Hillary Clinton,2
"#WhatILearnedToday @HillaryClinton already admitted to having at least 2 devices, more lies, it never stops #SemST",Hillary Clinton,0
@DesireeAaron @HillaryClinton  Sheets Clinton Ya got to love it #HillaryonCNN #HillaryClinton #SemST,Hillary Clinton,1
.@jaketapper The way @HillaryClinton keeps lying I swear her father's real last name is Geppetto. #TCOT #WakeUpAmerica #SemST,Hillary Clinton,0
It's a beautiful day for phone banking at the Hill House on 1529 Richland Street! Join us tonight at 6PM! @HillaryforSC #SemST,Hillary Clinton,1
@ahbrees @TODAYshow  Attack? More like the daily liberal media defend Hillary and her lies!! #SemST,Hillary Clinton,0
@DeatonCAPT Simple. Govt benefits. Surprised it's only 42%. Must be some dependents who want off welfare. #SemST,Hillary Clinton,2
@stylistkavin Amazing how much they sound like Republicans! ; ) #ITrustHillary #SemST,Hillary Clinton,1
@pdg811 Didn't realize I was in a Republican echo chamber of faux scandals! Ask Gowdy to #Releasethetranscript  #ITrustHillary #SemST,Hillary Clinton,1
"Hillary Clinton has amassed $329 million in her career (3 of her top 5 donors are Citigroup, Goldman & JP Morgan). #Bernie2016 #SemST",Hillary Clinton,0
#HillaryonCNN   The wicked person flees when no one is chasing them - Proverbs  #SemST,Hillary Clinton,0
@Scott_R_Ellis the reason she struggles to appear genuine is she is not a genuine person. Actions speak louder than words.  #SemST,Hillary Clinton,0
@Levee_Breaks  The stench of low tide.is lasting NO! ===> #SemST,Hillary Clinton,2
@CNNPolitics @JDiamond1 that's so ridiculous to treat people like that. They are doing their jobs. #SemST,Hillary Clinton,2
Hilarity of the day: Hillary said she went 'above and beyond' in transparency. Really? What about the 30k deleted emails? #SemST,Hillary Clinton,0
"@HillaryClinton Wow, #HillaryClinton looks very fat in that pants suit. #liberals #tlot #Democrats #SemST",Hillary Clinton,0
@HillaryClinton interview was ridiculous!! She's such a liar! #SemST,Hillary Clinton,0
"Every time the republicans move to the middle, the liberals move the middle further to the left. #SemST",Hillary Clinton,2
".@HillaryClinton blames her lack of trust among the populace on @GOP, forgetting that she's a lying, conniving, murderous, cheat. #SemST",Hillary Clinton,0
"Hillary has sacrificed more Ambassadors, told more lies, hid and destroyed more evidence... The beat goes on,,, @McSadie #SemST",Hillary Clinton,0
@thehill : Women deserve a better candidate for the HIGH HONOR if first woman President: We ALL do! #WhyI'mNotVotingForHillary #SemST,Hillary Clinton,0
A circus Act such as Donald Trump is short term entertainment. Soon to be canceled. #SemST,Hillary Clinton,2
"@churstauthor Thanks for the follow Charles, may God bless you and your family !  #freeallfour #SemST",Hillary Clinton,2
@alison_rambles @RickCanton @ResistTyranny @RotNScoundrel @LeahR77 @LeahRBoss @RedStateJake  Because I have Grand Children!  #SemST,Hillary Clinton,2
"If it weren't for her marriage, Hillary would unknown. Thanks a lot, Bill.  RT @MangyLover #HIllaryClinton #WeDontTrustYouHillary #SemST",Hillary Clinton,0
@TajMagruder  Facetious much? Had me going there. #SemST,Hillary Clinton,2
@realDonaldTrump has my vote! The truth will set you free and we need transparency in Washington now more than ever! #SemST,Hillary Clinton,0
.@HillaryClinton is a liar & corrupt.  Period. End of story.  #criminal #liar #hillaryforprison #uppers #tcot #SemST,Hillary Clinton,0
Republicans in the White House will make America great again! #Trump #educateyourself #boycottlibralmedia #SemST,Hillary Clinton,0
"@AndreaTantaros Clinton privilege transcends white privilege, rock star privilege, NFL privilege & intergalactic alien privilege. #SemST",Hillary Clinton,0
Hillary has learned The Blame Game well from Obama - she blames GOP for everything! #SemST,Hillary Clinton,0
when i get married to my partner i want @HillaryClinton to be my maid of honor!  #govote #girlpower #lovewins #SemST,Hillary Clinton,1
"Hey!!! If anyone wants to help with the Hillary camp at Charlotte pride, let me know!!! #nc #pride #lgbt #SemST",Hillary Clinton,1
Are we so desperate in this country to seriously consider a 60+ woman as president? #SemST,Hillary Clinton,0
@JOEROWE409 @ScotsFyre Hillaey Clinton can't help but lie...it's who she really is. #SemST,Hillary Clinton,0
"Hillary ""We came, we saw, he [Gaddaffi] died"" psychopath Clinton. #HillaryonCNN #Nothanks #SemST",Hillary Clinton,0
It bugs me when some people seek to invalidate centrist Democrats. I prefer a bigger tent. #SemST,Hillary Clinton,2
Join the Hillary team now and come to the Jefferson County phone bank tomorrow from 6-8 at Bliss Studio in Fairfield! #SemST,Hillary Clinton,1
"Mining is where all the money is but our ""Leader"" says otherwise #ArrestObama #RedNationRising #OperationBendOver #NoSanctuary #SemST",Hillary Clinton,2
I wish #OliviaPope could run @HillaryClinton 's campaign... #Scandal #livisreal #SemST,Hillary Clinton,0
"Liberal's, why ARE you so intolerant?!? Why were your parents so intolerant? And their parents? #UniteBlue #SemST",Hillary Clinton,2
@CNN One would hope everyone would be fired up over such a blatant lie #SemST,Hillary Clinton,0
Hillary gave her first big interview. Did she talk about the issues? Did she rally the left? Nope. Total dud. #Bernie2016 #SemST,Hillary Clinton,0
"#Clintonemails are just a prelude of what her presidency could be if elected, a myrad of scandals @GOP @FloridaGOP @marcorubio #SemST",Hillary Clinton,0
@CNN and CNN proved they are not a legitimate news organization by not calling her out about all her lies. #JournalismIsDead #SemST,Hillary Clinton,0
We stand with the great #Baltimore mayor! Fire all the Crooks in Uniform! @MayorSRB #FreddieGray #hannity @donlemon #BlueWall #SemST,Hillary Clinton,2
HRC is delusional in addition to being a pathological liar.  1%er to the extreme.  #SemST,Hillary Clinton,0
This is the 3rd time in U.S. that Republicans has a vacuum of presidential leadership. #SemST,Hillary Clinton,2
'Hilary is not electable' then you stand no chance @realDonaldTrump #carnivalbarker #SemST,Hillary Clinton,0
"If Hillary Clinton is elected president in 2016, this nation will surely experience unprecedented destruction. #SemST",Hillary Clinton,0
"@HillaryClinton : ""Change religious beliefs"" to accommodate the violence of abortion?! #WhyI'mNotVotingForHillary #SemST",Hillary Clinton,0
Voting Republican in 2016 gets you so much more than a free cellphone! #Election2016 #SemST,Hillary Clinton,0
@HillaryClinton had a Legal obligation to prevent the destruction (preserve) Gov't & related documents (email). She didn't. #SemST,Hillary Clinton,0
"@3_Card_Monty : I believe the title would be ""First Lord"". Let THAT sink in!! #PJNET #SemST",Hillary Clinton,2
@Independent Maybe it's his last name? Or maybe he's a bonafide racist with a militia membership. Lol. #Tattoos #SemST,Hillary Clinton,2
"You know, when you talk bad about Hillary, in a sense, you're talking bad about me. #SemST",Hillary Clinton,1
"I will give the Jewish state all the support to vanquish Hamas & if that means killing 200,000 Gazans, than so be it. - #SemST",Hillary Clinton,2
Why did you lie about the #Benghazi subpoena? @HillaryClinton  No wonder no one trusts you.  #SemST,Hillary Clinton,0
"@JoanOfArgghh I won't use the c-word, so I'll just say that everything Clinton does is a ""cunning stunt"". #HillaryonCNN #SemST",Hillary Clinton,0
Controlling #illegalimmigration is Now Racist According to @ChrisCuomo #NewDayCNN  Let's Bash #Trump ALL Day AGAIN #morningjoe #SemST,Hillary Clinton,2
Vow today to fight the #FirstFamilyOfCorruption .@billclinton  .@hillaryclinton & keep her out of office #independents #tcot #SemST,Hillary Clinton,0
During ClintonNo.1 prez stint all we heard was 'right wing conspiracy' -it's starting again #SemST,Hillary Clinton,0
Jeb Bush says Americans should work longer hours. I'll do just that... TO ELECT HILLARY CLINTON! #SemST,Hillary Clinton,1
@AC360 asked @realDonaldTrump the tough questions.  Too bad @CNN didn't ask @HillaryClinton the tough questions.  #SemST,Hillary Clinton,0
@HillaryClinton : Women deserve a better candidate for the HIGH HONOR of first woman President. We ALL do! #SemST,Hillary Clinton,0
@HillaryNews #GoKatie Ted you're not going to be President! #HillaryAllTheWay #GayMarriageisLegal #LGBT #GLAAD #PFLAG  #SemST,Hillary Clinton,1
"I stand with @HillaryClinton I know she is for women, poor,children, middle class and GUN CONTROL. #SemST",Hillary Clinton,1
"@NoahCRothman ""Everything I did was permitted."" -HRC. ""If God is dead, all things are permitted"" -Dostoyevsky.  #tcot #SemST",Hillary Clinton,0
#EpicLiberalFail Hilary lied about Banghazi and is caught on audio biahahaha #p2 #uniteblue #libcrib #libtards #SemST,Hillary Clinton,0
Enjoyed @jamiaw article on feminism + @hillaryclinton.We are building campaign that engages ppl through an intersectional lens #SemST,Hillary Clinton,1
GW Bush gives $100K speech to wounded vets...then sells uranium to Russia. Oh wait. #SemST,Hillary Clinton,2
@_Holly_Renee I want to fav this tweet....cause it's hilarious. But I give no support to #HillaryClinton #SemST,Hillary Clinton,0
